t [s],ag [g]
6.080000,0.05538257
6.085000,0.06564160
6.090000,0.05915514
6.095000,0.08239339
6.100000,0.08318640
6.105000,0.08306866
6.110000,0.10269831
6.115000,0.07916454
6.120000,0.08084569
6.125000,0.06070037
6.130000,0.03857000
6.135000,0.06803874
6.140000,0.08680171
6.145000,0.09198402
6.150000,0.11483489
6.155000,0.11513829
6.160000,0.13793816
6.165000,0.10881843
6.170000,0.09684680
6.175000,0.09752074
6.180000,0.06598240
6.185000,0.04339913
6.190000,0.00862590
6.195000,0.01978743
6.200000,0.00441409
6.205000,0.00682803
6.210000,0.01532574
6.215000,0.00797015
6.220000,0.00529393
6.225000,0.00558493
6.230000,0.01273589
6.235000,0.04099676
6.240000,0.01191034
6.245000,0.01147210
6.250000,-0.01856750
6.255000,0.01384425
6.260000,-0.03045964
6.265000,-0.02682274
6.270000,-0.03651761
6.275000,-0.04923734
6.280000,-0.03146942
6.285000,-0.01832662
6.290000,-0.03981941
6.295000,-0.02757539
6.300000,-0.01964275
6.305000,-0.03569791
6.310000,-0.06743549
6.315000,-0.04590372
6.320000,-0.02715581
6.325000,-0.01305541
6.330000,-0.02352014
6.335000,0.00654874
6.340000,0.08691905
6.345000,0.08843688
6.350000,0.09807728
6.355000,0.07589524
6.360000,0.05443611
6.365000,0.09273011
6.370000,0.14129800
6.375000,0.12946538
6.380000,0.10818733
6.385000,0.08118737
6.390000,0.06213966
6.395000,0.05898952
6.400000,0.02577204
6.405000,0.00621255
6.410000,0.02580647
6.415000,0.01892636
6.420000,-0.00190122
6.425000,-0.03097849
6.430000,-0.00675744
6.435000,-0.03236974
6.440000,-0.03586114
6.445000,-0.01245039
6.450000,-0.00042360
6.455000,0.00550633
6.460000,0.01150981
6.465000,-0.01167400
6.470000,-0.02864067
6.475000,-0.03889383
6.480000,-0.10450326
6.485000,-0.11030212
6.490000,-0.10808010
6.495000,-0.10512563
6.500000,-0.10282219
6.505000,-0.09263235
6.510000,-0.08097728
6.515000,-0.03775504
6.520000,-0.03039580
6.525000,-0.00702567
6.530000,-0.01822139
6.535000,-0.00761970
6.540000,0.00173528
6.545000,-0.00138507
6.550000,-0.03895086
6.555000,-0.06664831
6.560000,-0.05139935
6.565000,-0.04822415
6.570000,-0.04959288
6.575000,-0.06088468
6.580000,-0.05373170
6.585000,-0.03547242
6.590000,0.01220347
6.595000,0.01442462
6.600000,0.01267277
6.605000,0.02128795
6.610000,0.05027803
6.615000,0.10464585
6.620000,0.11591545
6.625000,0.07971116
6.630000,0.07862080
6.635000,0.05021622
6.640000,0.02667014
6.645000,0.06861523
6.650000,0.05854975
6.655000,0.04012662
6.660000,0.07097887
6.665000,0.07040575
6.670000,0.04142534
6.675000,0.04127402
6.680000,0.00711535
6.685000,-0.01321730
6.690000,-0.00822457
6.695000,-0.06713973
6.700000,-0.04739822
6.705000,-0.03882880
6.710000,-0.01662404
6.715000,-0.02383267
6.720000,-0.01165032
6.725000,-0.03272705
6.730000,-0.05139160
6.735000,-0.04519821
6.740000,-0.04080073
6.745000,-0.03724848
6.750000,-0.00190045
6.755000,-0.00576390
6.760000,0.00740639
6.765000,0.01760329
6.770000,0.02300840
6.775000,0.03405842
6.780000,-0.00555315
6.785000,-0.01622250
6.790000,0.01227617
6.795000,0.00708501
6.800000,0.02521600
6.805000,0.03732255
6.810000,-0.03332150
6.815000,-0.06082776
6.820000,-0.07205367
6.825000,-0.08297296
6.830000,-0.08778560
6.835000,-0.09173336
6.840000,-0.10419879
6.845000,-0.11243160
6.850000,-0.15014223
6.855000,-0.09505121
6.860000,-0.05452335
6.865000,-0.02741355
6.870000,-0.02375657
6.875000,-0.03966417
6.880000,0.02327396
6.885000,0.00469711
6.890000,0.04210788
6.895000,0.05165350
6.900000,0.03197058
6.905000,0.01495960
6.910000,0.00765477
6.915000,-0.00428782
6.920000,-0.03435317
6.925000,-0.02027520
6.930000,-0.03810477
6.935000,-0.01589101
6.940000,-0.01649969
6.945000,-0.00959141
6.950000,-0.00358591
6.955000,-0.00963798
6.960000,-0.00872111
6.965000,-0.00154000
6.970000,0.05534244
6.975000,0.02578421
6.980000,0.01073981
6.985000,0.00350121
6.990000,-0.02396035
6.995000,-0.05218784
7.000000,-0.08443967
7.005000,-0.08049721
7.010000,-0.08766220
7.015000,-0.07787650
7.020000,-0.10561747
7.025000,-0.11954674
7.030000,-0.09046148
7.035000,-0.06595634
7.040000,-0.09631034
7.045000,-0.06958565
7.050000,-0.07591007
7.055000,-0.09501761
7.060000,-0.07035452
7.065000,-0.04249830
7.070000,-0.09504591
7.075000,-0.06712084
7.080000,-0.07211140
7.085000,-0.07752699
7.090000,-0.07921108
7.095000,-0.04705878
7.100000,-0.01179666
7.105000,0.00032021
7.110000,0.02204989
7.115000,0.07417217
7.120000,0.07363542
7.125000,0.04937475
7.130000,0.06157082
7.135000,0.07717957
7.140000,0.07172145
7.145000,0.06532380
7.150000,0.11351286
7.155000,0.10337147
7.160000,0.07833983
7.165000,0.01206201
7.170000,0.02999521
7.175000,0.05786370
7.180000,0.02750412
7.185000,0.03914338
7.190000,0.02878878
7.195000,0.02824975
7.200000,0.01243300
7.205000,0.01072297
7.210000,0.02961937
7.215000,0.01571162
7.220000,-0.00161268
7.225000,-0.02595446
7.230000,0.00061310
7.235000,-0.01946008
7.240000,-0.00466472
7.245000,-0.03392566
7.250000,-0.08269541
7.255000,-0.09271578
7.260000,-0.08340953
7.265000,-0.05426282
7.270000,-0.03267547
7.275000,-0.02282879
7.280000,-0.07898676
7.285000,-0.06347650
7.290000,-0.09406864
7.295000,-0.10506464
7.300000,-0.05732020
7.305000,-0.02944745
7.310000,-0.05111552
7.315000,-0.05481682
7.320000,-0.03181431
7.325000,-0.03140770
7.330000,-0.03261084
7.335000,-0.05492006
7.340000,-0.03760681
7.345000,-0.01777244
7.350000,-0.03293939
7.355000,-0.07628626
7.360000,-0.02840364
7.365000,-0.04076076
7.370000,-0.02653836
7.375000,-0.04252118
7.380000,-0.05533525
7.385000,-0.02788758
7.390000,-0.03115020
7.395000,-0.00890203
7.400000,0.01301737
7.405000,0.00345500
7.410000,0.01294797
7.415000,0.03316111
7.420000,0.06336943
7.425000,0.05696831
7.430000,0.05697727
7.435000,0.03457646
7.440000,0.05297456
7.445000,0.05461881
7.450000,0.02253040
7.455000,0.01444646
7.460000,0.01209531
7.465000,-0.00125710
7.470000,-0.01715606
7.475000,-0.05373709
7.480000,-0.04838123
7.485000,-0.05519216
7.490000,-0.03026951
7.495000,-0.02991148
7.500000,-0.00749939
7.505000,-0.03325391
7.510000,-0.02136370
7.515000,-0.00168346
7.520000,0.01764485
7.525000,0.01246465
7.530000,-0.00682644
7.535000,0.03414808
7.540000,0.03012521
7.545000,0.00285388
7.550000,-0.00055602
7.555000,0.00876548
7.560000,-0.00652150
7.565000,0.00496675
7.570000,0.02738741
7.575000,0.02701223
7.580000,0.05116029
7.585000,0.04799624
7.590000,0.03656818
7.595000,0.07330089
7.600000,0.08627975
7.605000,0.08639470
7.610000,0.04177214
7.615000,0.00837879
7.620000,-0.03048497
7.625000,-0.02992210
7.630000,-0.02889716
7.635000,-0.01739562
7.640000,0.00828630
7.645000,-0.02659488
7.650000,-0.05591416
7.655000,-0.07393512
7.660000,-0.05902616
7.665000,-0.04830651
7.670000,-0.06874599
7.675000,-0.08038478
7.680000,-0.06610912
7.685000,-0.05939656
7.690000,-0.03067044
7.695000,-0.04553217
7.700000,-0.04405029
7.705000,-0.06243726
7.710000,-0.03011718
7.715000,-0.00181786
7.720000,0.01285029
7.725000,0.03823484
7.730000,0.07192372
7.735000,0.10590694
7.740000,0.14392517
7.745000,0.12382572
7.750000,0.10210629
7.755000,0.12936795
7.760000,0.11542424
7.765000,0.07034940
7.770000,0.05727260
7.775000,0.07895304
7.780000,0.06506972
7.785000,0.08022372
7.790000,0.08399846
7.795000,0.04899672
7.800000,0.05709778
7.805000,0.05457254
7.810000,0.03905680
7.815000,0.00352443
7.820000,0.04013873
7.825000,0.01683367
7.830000,-0.03185929
7.835000,-0.01150453
7.840000,-0.02156822
7.845000,0.00703866
7.850000,0.00460747
7.855000,0.00444965
7.860000,0.01843245
7.865000,0.02097731
7.870000,0.02335028
7.875000,0.04829962
7.880000,0.02589064
7.885000,0.03836561
7.890000,0.04408476
7.895000,0.00533886
7.900000,0.03143501
7.905000,0.04865773
7.910000,0.08316244
7.915000,0.07013106
7.920000,0.04191081
7.925000,0.11206960
7.930000,0.08393947
7.935000,0.06185108
7.940000,0.07194914
7.945000,0.05849756
7.950000,0.06521356
7.955000,0.03098696
7.960000,-0.01069879
7.965000,-0.02379488
7.970000,-0.00760792
7.975000,-0.00832750
7.980000,0.01987351
7.985000,0.01304573
7.990000,0.01707500
7.995000,-0.00461164
8.000000,-0.03833384
8.005000,-0.06482555
8.010000,-0.08024922
8.015000,-0.03023978
8.020000,-0.05779798
8.025000,-0.07466700
8.030000,-0.03798418
8.035000,-0.05002818
8.040000,-0.03213157
8.045000,-0.08178580
8.050000,-0.09885174
8.055000,-0.08029734
8.060000,-0.11382521
8.065000,-0.10190882
8.070000,-0.09349156
8.075000,-0.09908623
8.080000,-0.09750409
8.085000,-0.07284546
8.090000,-0.06664255
8.095000,-0.03634979
8.100000,-0.01190920
8.105000,0.02925998
8.110000,0.02280976
8.115000,0.03019456
8.120000,0.00842915
8.125000,0.02640487
8.130000,0.01241409
8.135000,0.02980543
8.140000,0.02544509
8.145000,0.02356743
8.150000,0.03095268
8.155000,0.01517593
8.160000,0.00154629
8.165000,-0.01058856
8.170000,-0.02040349
8.175000,-0.00266440
8.180000,-0.00922106
8.185000,-0.01991256
8.190000,0.00239788
8.195000,0.02081173
8.200000,0.01861265
8.205000,0.07761627
8.210000,0.05216297
8.215000,0.08941955
8.220000,0.09348372
8.225000,0.11449508
8.230000,0.10382471
8.235000,0.12750864
8.240000,0.09960012
8.245000,0.11408476
8.250000,0.11516122
8.255000,0.13090032
8.260000,0.11335492
8.265000,0.11736313
8.270000,0.09278466
8.275000,0.07886025
8.280000,0.06793420
8.285000,0.04899443
8.290000,0.03345564
8.295000,0.00144982
8.300000,-0.00353965
8.305000,0.02869627
8.310000,0.09239169
8.315000,0.06774831
8.320000,0.04577530
8.325000,0.05015050
8.330000,0.05825462
8.335000,0.02417417
8.340000,-0.03225591
8.345000,-0.02644091
8.350000,0.00463079
8.355000,0.03676929
8.360000,0.03439038
8.365000,0.06482679
8.370000,0.05762735
8.375000,0.02191615
8.380000,0.01706129
8.385000,0.03979158
8.390000,0.04057330
8.395000,0.02504020
8.400000,0.02461014
8.405000,0.03085302
8.410000,0.03228359
8.415000,0.03753339
8.420000,0.04434204
8.425000,0.06703306
8.430000,0.06693008
8.435000,0.06007017
8.440000,0.06531494
8.445000,0.07572188
8.450000,0.03107340
8.455000,0.05560263
8.460000,0.09209271
8.465000,0.08804244
8.470000,0.09773889
8.475000,0.07526853
8.480000,0.08651400
8.485000,0.06160802
8.490000,0.06167030
8.495000,0.07095401
8.500000,0.04799498
8.505000,0.01836944
8.510000,0.00776873
8.515000,-0.00739323
8.520000,-0.01615796
8.525000,-0.04251694
8.530000,-0.01654978
8.535000,-0.02294297
8.540000,-0.01223101
8.545000,-0.05009567
8.550000,-0.06201157
8.555000,-0.02209832
8.560000,-0.04127187
8.565000,-0.03236534
8.570000,0.01864506
8.575000,0.01889059
8.580000,0.05435068
8.585000,0.03221067
8.590000,0.02053973
8.595000,0.01903399
8.600000,0.00631209
8.605000,0.01473320
8.610000,-0.02671465
8.615000,-0.04982241
8.620000,-0.01643995
8.625000,-0.01195375
8.630000,0.00104241
8.635000,0.04154866
8.640000,0.00027899
8.645000,-0.06853636
8.650000,-0.02336091
8.655000,-0.05319121
8.660000,-0.04785535
8.665000,-0.08250408
8.670000,-0.13742156
8.675000,-0.13194965
8.680000,-0.11354259
8.685000,-0.12564757
8.690000,-0.17710959
8.695000,-0.15962431
8.700000,-0.10505252
8.705000,-0.13712255
8.710000,-0.10939382
8.715000,-0.09384982
8.720000,-0.12852240
8.725000,-0.09478541
8.730000,-0.08144376
8.735000,-0.07613860
8.740000,-0.03779909
8.745000,-0.03005400
8.750000,0.00645356
8.755000,0.07278164
8.760000,0.08002360
8.765000,0.09178567
8.770000,0.07895264
8.775000,0.11546859
8.780000,0.08549935
8.785000,0.07296973
8.790000,0.07123181
8.795000,0.06642877
8.800000,0.04908554
8.805000,0.06937637
8.810000,0.06088542
8.815000,0.00936691
8.820000,0.03718230
8.825000,0.07726319
8.830000,0.06210428
8.835000,0.09213352
8.840000,0.07654706
8.845000,0.05051205
8.850000,0.02697226
8.855000,0.06415588
8.860000,0.09357905
8.865000,0.10597844
8.870000,0.07769950
8.875000,0.09264279
8.880000,0.06271719
8.885000,0.07381741
8.890000,0.05700466
8.895000,0.04017484
8.900000,0.02505288
8.905000,-0.02573894
8.910000,-0.06704030
8.915000,-0.06888642
8.920000,-0.09189426
8.925000,-0.06922211
8.930000,-0.03873123
8.935000,-0.07309462
8.940000,-0.10469693
8.945000,-0.10344089
8.950000,-0.05233124
8.955000,-0.06682157
8.960000,-0.05053183
8.965000,-0.08504356
8.970000,-0.10072400
8.975000,-0.08301438
8.980000,-0.08274552
8.985000,-0.06494301
8.990000,-0.05645381
8.995000,-0.05143805
9.000000,-0.04705714
9.005000,-0.00989015
9.010000,-0.00778786
9.015000,0.01578125
9.020000,0.01191397
9.025000,0.01635655
9.030000,-0.00682736
9.035000,-0.05330222
9.040000,-0.05891072
9.045000,-0.05202246
9.050000,-0.05878473
9.055000,-0.04134542
9.060000,-0.05592421
9.065000,-0.08383685
9.070000,-0.11249770
9.075000,-0.09005353
9.080000,-0.10295274
9.085000,-0.09568193
9.090000,-0.12178301
9.095000,-0.13400497
9.100000,-0.12579358
9.105000,-0.09192927
9.110000,-0.10945924
9.115000,-0.13524964
9.120000,-0.12625990
9.125000,-0.11353443
9.130000,-0.11489511
9.135000,-0.07740521
9.140000,-0.11002916
9.145000,-0.12047135
9.150000,-0.11112774
9.155000,-0.12255431
9.160000,-0.10508028
9.165000,-0.09591175
9.170000,-0.09299689
9.175000,-0.02791033
9.180000,-0.04499801
9.185000,-0.04459511
9.190000,-0.02676645
9.195000,-0.03885062
9.200000,-0.02988892
9.205000,-0.00459433
9.210000,0.00460371
9.215000,0.02550080
9.220000,0.01913896
9.225000,0.01535284
9.230000,0.06255487
9.235000,0.07374018
9.240000,0.09561345
9.245000,0.07828793
9.250000,0.07132129
9.255000,0.09660334
9.260000,0.09546462
9.265000,0.06271050
9.270000,0.03887705
9.275000,0.03521086
9.280000,0.06987923
9.285000,0.07885032
9.290000,0.05689308
9.295000,0.05299801
9.300000,0.05103653
9.305000,0.00834632
9.310000,0.00561072
9.315000,-0.00438328
9.320000,-0.00925697
9.325000,-0.03126900
9.330000,-0.02258634
9.335000,-0.03250685
9.340000,-0.05032924
9.345000,-0.00581092
9.350000,-0.01494720
9.355000,-0.04689258
9.360000,-0.01697878
9.365000,0.01642681
9.370000,-0.00705552
9.375000,-0.01725316
9.380000,-0.02109760
9.385000,-0.02998791
9.390000,-0.06147738
9.395000,-0.08451721
9.400000,-0.03112449
9.405000,-0.04388689
9.410000,-0.05428718
9.415000,-0.03363229
9.420000,-0.04300562
9.425000,-0.05642256
9.430000,-0.07806638
9.435000,-0.06178799
9.440000,-0.05363782
9.445000,-0.02423048
9.450000,-0.03209500
9.455000,0.00078480
9.460000,0.00546724
9.465000,-0.00612150
9.470000,0.00574073
9.475000,0.01449352
9.480000,0.02112343
9.485000,0.00324474
9.490000,0.00121199
9.495000,-0.00305626
9.500000,0.01449469
9.505000,0.04423855
9.510000,0.06212212
9.515000,0.07711777
9.520000,0.09962515
9.525000,0.12395832
9.530000,0.10902147
9.535000,0.07605339
9.540000,0.07504346
9.545000,0.10543823
9.550000,0.06978063
9.555000,0.04214027
9.560000,0.03929933
9.565000,0.02213195
9.570000,0.04182698
9.575000,0.03939824
9.580000,0.05490420
9.585000,0.05709200
9.590000,0.06161359
9.595000,0.02881833
9.600000,0.00965150
9.605000,-0.03958834
9.610000,-0.05886252
9.615000,-0.07188603
9.620000,-0.06322266
9.625000,-0.08948732
9.630000,-0.04590080
9.635000,-0.01664307
9.640000,-0.04067497
9.645000,-0.08292057
9.650000,-0.11778482
9.655000,-0.10629518
9.660000,-0.13096093
9.665000,-0.13216813
9.670000,-0.11294113
9.675000,-0.09804429
9.680000,-0.07536802
9.685000,-0.10067765
9.690000,-0.07930338
9.695000,-0.05777078
9.700000,-0.03089369
9.705000,-0.00790257
9.710000,-0.03502313
9.715000,-0.08852891
9.720000,-0.07428579
9.725000,-0.03160803
9.730000,-0.04588856
9.735000,-0.05992925
9.740000,-0.05105589
9.745000,-0.02122971
9.750000,-0.00068629
9.755000,-0.02588919
9.760000,-0.03277560
9.765000,-0.04246397
9.770000,-0.02519786
9.775000,-0.00434108
9.780000,-0.02267411
9.785000,-0.03872977
9.790000,-0.02852274
9.795000,-0.03054069
9.800000,-0.04541007
9.805000,-0.05229220
9.810000,-0.03417660
9.815000,-0.03906651
9.820000,-0.03835860
9.825000,-0.05297898
9.830000,-0.03497596
9.835000,-0.04366873
9.840000,-0.03374337
9.845000,-0.02636528
9.850000,-0.03236417
9.855000,-0.04863008
9.860000,-0.04654264
9.865000,-0.04988263
9.870000,-0.02215540
9.875000,-0.03901269
9.880000,-0.01770148
9.885000,0.01334125
9.890000,0.03025096
9.895000,0.04836238
9.900000,0.04224204
9.905000,0.05261645
9.910000,0.06255465
9.915000,0.02347410
9.920000,0.01574835
9.925000,-0.01243284
9.930000,-0.05488513
9.935000,-0.05255553
9.940000,-0.03931254
9.945000,-0.05220985
9.950000,-0.03681360
9.955000,-0.02058458
9.960000,-0.01598136
9.965000,-0.02533880
9.970000,-0.00697661
9.975000,0.03625229
9.980000,-0.01143616
9.985000,0.00757970
9.990000,-0.01823673
9.995000,0.00372268
10.000000,0.02834479
10.005000,0.01922362
10.010000,0.00969397
10.015000,0.01011814
10.020000,0.01373299
10.025000,0.00961773
10.030000,0.03697542
10.035000,-0.00014479
10.040000,-0.01103274
10.045000,0.00549736
10.050000,-0.00054341
10.055000,-0.00546913
10.060000,-0.01145740
10.065000,0.01213503
10.070000,0.02882532
10.075000,-0.00247743
10.080000,-0.02828017
10.085000,-0.03613670
10.090000,-0.03710380
10.095000,-0.01345425
10.100000,-0.01456355
10.105000,0.01807349
10.110000,0.06219051
10.115000,0.04052303
10.120000,0.04377509
10.125000,0.06689573
10.130000,0.07032370
10.135000,0.07599150
10.140000,0.06246317
10.145000,0.04701714
10.150000,0.04972092
10.155000,0.07074172
10.160000,0.04294420
10.165000,0.03731476
10.170000,0.07734158
10.175000,0.06906083
10.180000,0.06940293
10.185000,0.08440732
10.190000,0.09338782
10.195000,0.08475847
10.200000,0.07482292
10.205000,0.10592295
10.210000,0.07789216
10.215000,0.04115040
10.220000,0.06348515
10.225000,0.08849839
10.230000,0.06038801
10.235000,0.07647397
10.240000,0.07989475
10.245000,0.07205548
10.250000,0.06968100
10.255000,0.10810495
10.260000,0.11925703
10.265000,0.12621188
10.270000,0.13114435
10.275000,0.10953632
10.280000,0.09507337
10.285000,0.08509396
10.290000,0.05822927
10.295000,0.06535589
10.300000,0.08682783
10.305000,0.07834984
10.310000,0.05321773
10.315000,0.02974124
10.320000,0.06310529
10.325000,0.04425874
10.330000,0.01130657
10.335000,-0.02648110
10.340000,-0.03883529
10.345000,-0.01084395
10.350000,0.01725903
10.355000,0.02908601
10.360000,0.00943706
10.365000,0.02727069
10.370000,0.02071885
10.375000,0.03334594
10.380000,0.08232181
10.385000,0.07318438
10.390000,0.03767563
10.395000,0.08005366
10.400000,0.07243549
10.405000,0.06454300
10.410000,0.02276944
10.415000,0.03848881
10.420000,0.06092796
10.425000,0.06388502
10.430000,0.08636434
10.435000,0.07306714
10.440000,0.10106571
10.445000,0.11449084
10.450000,0.15041487
10.455000,0.10430485
10.460000,0.06950468
10.465000,0.08603392
10.470000,0.08994610
10.475000,0.06338402
10.480000,0.06151733
10.485000,0.07934005
10.490000,0.10148014
10.495000,0.10232825
10.500000,0.09905800
10.505000,0.10464483
10.510000,0.09781443
10.515000,0.13699553
10.520000,0.11982753
10.525000,0.11348845
10.530000,0.10240154
10.535000,0.13241893
10.540000,0.11238780
10.545000,0.12612537
10.550000,0.11719829
10.555000,0.09917109
10.560000,0.04347539
10.565000,0.03734949
10.570000,0.07233781
10.575000,0.05056526
10.580000,-0.02253760
10.585000,-0.01733746
10.590000,-0.04698948
10.595000,-0.08882771
10.600000,-0.09932693
10.605000,-0.12805013
10.610000,-0.09928432
10.615000,-0.09070669
10.620000,-0.07250621
10.625000,-0.08395617
10.630000,-0.08231126
10.635000,-0.09115093
10.640000,-0.08020818
10.645000,-0.12811646
10.650000,-0.12257443
10.655000,-0.09192009
10.660000,-0.04639350
10.665000,-0.02278792
10.670000,-0.01612993
10.675000,-0.05305056
10.680000,-0.04513726
10.685000,-0.08696711
10.690000,-0.10218028
10.695000,-0.10051126
10.700000,-0.10018398
10.705000,-0.07250897
10.710000,-0.07301503
10.715000,-0.09635392
10.720000,-0.10055167
10.725000,-0.11080812
10.730000,-0.07734816
10.735000,-0.10479933
10.740000,-0.10816526
10.745000,-0.07832724
10.750000,-0.09099949
10.755000,-0.07408352
10.760000,-0.06599743
10.765000,-0.06687747
10.770000,-0.10088224
10.775000,-0.09170404
10.780000,-0.09562647
10.785000,-0.08053291
10.790000,-0.10664060
10.795000,-0.08531178
10.800000,-0.06150822
10.805000,-0.02117842
10.810000,-0.02662421
10.815000,-0.03703127
10.820000,-0.00972353
10.825000,-0.02926387
10.830000,-0.04383490
10.835000,-0.04508585
10.840000,-0.06568031
10.845000,-0.02524270
10.850000,0.00244988
10.855000,-0.04441021
10.860000,-0.08896679
10.865000,-0.09680508
10.870000,-0.07727797
10.875000,-0.05405462
10.880000,-0.01460976
10.885000,-0.00305251
10.890000,-0.02380556
10.895000,-0.00908948
10.900000,-0.03198862
10.905000,-0.04662313
10.910000,-0.07878332
10.915000,-0.09318882
10.920000,-0.10040393
10.925000,-0.10600494
10.930000,-0.05629316
10.935000,-0.04749292
10.940000,-0.03315401
10.945000,-0.02389583
10.950000,0.01832585
10.955000,-0.00055354
10.960000,0.02086156
10.965000,0.00369048
10.970000,0.00370246
10.975000,0.01837657
10.980000,-0.01087256
10.985000,-0.01663095
10.990000,-0.01306653
10.995000,0.00197863
11.000000,-0.00068074
11.005000,0.06789409
11.010000,0.11173973
11.015000,0.05792895
11.020000,0.06002454
11.025000,0.07198152
11.030000,0.07825876
11.035000,0.10854900
11.040000,0.03786440
11.045000,0.01135548
11.050000,0.04703620
11.055000,0.07367287
11.060000,0.12420331
11.065000,0.15778658
11.070000,0.12088676
11.075000,0.13919811
11.080000,0.12562818
11.085000,0.12371638
11.090000,0.11800398
11.095000,0.10000430
11.100000,0.08160976
11.105000,0.09370134
11.110000,0.07436779
11.115000,0.07346057
11.120000,0.07886096
11.125000,0.06018429
11.130000,0.04799039
11.135000,0.06991805
11.140000,0.02433316
11.145000,0.00455228
11.150000,-0.02988547
11.155000,-0.02634957
11.160000,0.03559280
11.165000,0.00337838
11.170000,0.02994570
11.175000,0.06018085
11.180000,0.00601376
11.185000,-0.02747347
11.190000,-0.02858541
11.195000,-0.05200482
11.200000,-0.04463043
11.205000,-0.01174727
11.210000,0.00464739
11.215000,-0.00055228
11.220000,0.01240561
11.225000,0.01989909
11.230000,-0.01076488
11.235000,-0.02466114
11.240000,-0.01285679
11.245000,-0.01390253
11.250000,-0.00564845
11.255000,0.01567516
11.260000,-0.04121797
11.265000,-0.00460755
11.270000,-0.04855571
11.275000,-0.04581701
11.280000,-0.03966164
11.285000,-0.04056447
11.290000,-0.03345877
11.295000,-0.04405089
11.300000,-0.05805518
11.305000,-0.05672307
11.310000,-0.04877149
11.315000,-0.06112027
11.320000,-0.04929138
11.325000,-0.06550473
11.330000,-0.07450641
11.335000,-0.07489859
11.340000,-0.05901415
11.345000,-0.06131561
11.350000,-0.04698778
11.355000,-0.00455231
11.360000,-0.01261652
11.365000,0.02113631
11.370000,-0.00792813
11.375000,0.01003392
11.380000,0.00755286
11.385000,0.05890855
11.390000,0.04686372
11.395000,0.02739483
11.400000,0.05257933
11.405000,0.06159621
11.410000,0.06216743
11.415000,0.00413721
11.420000,0.01388479
11.425000,0.01145450
11.430000,0.01355727
11.435000,-0.00471687
11.440000,0.02644790
11.445000,0.02551662
11.450000,0.01909149
11.455000,-0.01792037
11.460000,-0.02173159
11.465000,-0.04629393
11.470000,-0.01222100
11.475000,-0.00550224
11.480000,-0.01898897
11.485000,-0.02204520
11.490000,0.01330291
11.495000,0.01666571
11.500000,0.01625061
11.505000,0.05954877
11.510000,0.06630950
11.515000,0.08508458
11.520000,0.07348367
11.525000,0.06136081
11.530000,0.07814512
11.535000,0.07324170
11.540000,0.07782288
11.545000,0.07211763
11.550000,0.06796070
11.555000,0.06068184
11.560000,0.02589402
11.565000,0.05366569
11.570000,0.03584339
11.575000,0.00466852
11.580000,0.00460314
11.585000,-0.01258480
11.590000,0.01588971
11.595000,0.02890201
11.600000,0.01273307
11.605000,-0.00977746
11.610000,0.00442405
11.615000,-0.01313216
11.620000,-0.04569725
11.625000,-0.08366569
11.630000,-0.06447738
11.635000,-0.09872790
11.640000,-0.12243922
11.645000,-0.10108442
11.650000,-0.07742073
11.655000,-0.10053843
11.660000,-0.10943556
11.665000,-0.08056577
11.670000,-0.07037848
11.675000,-0.07614653
11.680000,-0.06795795
11.685000,-0.05290110
11.690000,-0.07384569
11.695000,-0.09193714
11.700000,-0.05933090
11.705000,-0.01279415
11.710000,0.01213603
11.715000,0.01038881
11.720000,-0.00298789
11.725000,0.00126279
11.730000,0.02847247
11.735000,0.05937325
11.740000,0.05915536
11.745000,0.06823730
11.750000,0.03350157
11.755000,0.03040346
11.760000,0.06462595
11.765000,0.05989412
11.770000,0.06905677
11.775000,0.08793471
11.780000,0.10397096
11.785000,0.10222212
11.790000,0.08476773
11.795000,0.03019892
11.800000,0.00099417
11.805000,-0.00719178
11.810000,0.00900823
11.815000,0.01273627
11.820000,0.03833672
11.825000,0.00773263
11.830000,-0.03481605
11.835000,-0.02003876
11.840000,0.02194727
11.845000,0.02543827
11.850000,0.01136462
11.855000,0.03130763
11.860000,0.06269414
11.865000,0.03153889
11.870000,0.02179258
11.875000,0.04395694
11.880000,0.04746508
11.885000,0.02638857
11.890000,0.01770116
11.895000,-0.00433281
11.900000,-0.03894391
11.905000,-0.03068216
11.910000,-0.06006632
11.915000,-0.06070985
11.920000,-0.08010354
11.925000,-0.06659017
11.930000,-0.07176041
11.935000,-0.07422573
11.940000,-0.10632001
11.945000,-0.09555719
11.950000,-0.10057684
11.955000,-0.11355183
11.960000,-0.09740349
11.965000,-0.07022739
11.970000,-0.02577892
11.975000,-0.01769964
11.980000,-0.00905752
11.985000,-0.02808209
11.990000,-0.04028890
11.995000,-0.00919179
12.000000,-0.01677188
12.005000,0.02853778
12.010000,0.00117913
12.015000,-0.00004178
12.020000,-0.00203022
12.025000,-0.01509454
12.030000,-0.01918724
12.035000,-0.02046711
12.040000,-0.01332545
12.045000,-0.01237633
12.050000,0.01441454
12.055000,0.07356410
12.060000,0.09002931
12.065000,0.09755555
12.070000,0.07259064
12.075000,0.05847838
12.080000,0.01832905
12.085000,0.02953462
12.090000,-0.00458797
12.095000,0.01195825
12.100000,-0.00485756
12.105000,0.00441158
12.110000,0.01705021
12.115000,-0.02545699
12.120000,-0.04147026
12.125000,-0.03054528
12.130000,-0.01715417
12.135000,0.00307039
12.140000,-0.00325432
12.145000,-0.00369449
12.150000,0.03822369
12.155000,0.04272567
